;catalog_number;cataloged_date;Determined date 1;Start Date;start_year;start_month;determined_year;determined_month;cataloged_month;cataloged_year;class;kingdom;genus;species;family;phylum;order;type;author;author_year;determiner_full_name;determiner_full_name1;determiner_full_name2;collector_full_name;collector_full_name2;collector_full_name3;collector_full_name4;collector_first_name;collector_last_name;qualifier;min_depth;max_depth;lat;long;continent;water_body;country;state;county;locality
282;IBUFRJ 0283;2000-02-21;2001-00-00;2000-02-21;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Odontosyllis;sp.;Syllidae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;12.0;12.0;-17.7149667;-38.6001389;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Caladas
283;IBUFRJ 0284;2000-02-21;2001-00-00;2000-02-21;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Spiophanes;sp.;Spionidae;Annelida;Spionida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;12.0;12.0;-17.7149667;-38.6001389;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Caladas
284;IBUFRJ 0285;2000-02-18;2003-00-00;2000-02-18;2000.0;2.0;2003.0;0.0;2.0;2000.0;Polychaeta;Animalia;Spiophanes;duplex;Spionidae;Annelida;Spionida;;(Chamberlin; 1919) ;Vasily I. Radashevsky;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;9.0;-17.7081167;-39.0001;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Parcel das Paredes
285;IBUFRJ 0286;2000-02-12;2001-00-00;2000-02-12;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Owenia;fusiformis;Oweniidae;Annelida;Sabellida;;Delle Chiaje;1844;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;26.0;26.0;-18.0106667;-39.0194667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Popa Verde
286;IBUFRJ 0287;2000-02-26;2001-00-00;2000-02-26;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Owenia;fusiformis;Oweniidae;Annelida;Sabellida;;Delle Chiaje;1844;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;16.0;16.0;-17.4601833;-39.03195;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
287;IBUFRJ 0288;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Owenia;fusiformis;Oweniidae;Annelida;Sabellida;;Delle Chiaje;1844;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;14.0;14.0;-17.6824167;-38.9664;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife do Leste da Lixa
288;IBUFRJ 0289;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Owenia;fusiformis;Oweniidae;Annelida;Sabellida;;Delle Chiaje;1844;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
289;IBUFRJ 0290;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Owenia;fusiformis;Oweniidae;Annelida;Sabellida;;Delle Chiaje;1844;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;21.0;21.0;-17.9884833;-39.2198;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Popa Verde
290;IBUFRJ 0291;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Isolda;pulchella;Ampharetidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Nova Viçosa
291;IBUFRJ 0292;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Isolda;pulchella;Ampharetidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
292;IBUFRJ 0293;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Isolda;pulchella;Ampharetidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.9612;-39.2140167;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
293;IBUFRJ 0294;2000-02-24;2001-00-00;2000-02-24;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Amphicteis;scaphobranchiata;Ampharetidae;Annelida;Terebellida;;Moore;1906;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;27.0;27.0;-18.0480333;-38.6794833;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Parcel dos Abrolhos
294;IBUFRJ 0295;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Amphicteis;scaphobranchiata;Ampharetidae;Annelida;Terebellida;;Moore;1906;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
295;IBUFRJ 0296;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Phyllodoce;longipes;Phyllodocidae;Annelida;Phyllodocida;;Kinberg;1866;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;5.0;10.0;-16.8864333;-39.0850667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife de Itacolomis
296;IBUFRJ 0297;2000-02-21;2001-00-00;2000-02-21;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Phyllodoce;madeirensis;Phyllodocidae;Annelida;Phyllodocida;;Langerhans;1880;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;12.0;12.0;-17.7149667;-38.6001389;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Caladas
297;IBUFRJ 0298;2000-02-12;2001-00-00;2000-02-12;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Eumida;sp.;Phyllodocidae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;21.0;21.0;-18.0200333;-38.9873667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Popa Verde
298;IBUFRJ 0299;2000-02-23;2001-00-00;2000-02-23;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Nan;nan;Phyllodocidae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;34.0;34.0;-18.1114;-38.5839333;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Recife Califórnia
299;IBUFRJ 0300;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Aglaophamus;juvenalis;Nephtyidae;Annelida;Phyllodocida;;(Kinberg; 1866);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
300;IBUFRJ 0301;2000-02-28;2001-00-00;2000-02-28;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Aglaophamus;juvenalis;Nephtyidae;Annelida;Phyllodocida;;(Kinberg; 1866);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7031333;-39.0598667;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife do Canal da Corôa Grande
301;IBUFRJ 0302;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Aglaophamus;juvenalis;Nephtyidae;Annelida;Phyllodocida;;(Kinberg; 1866);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;5.0;-17.6057667;-39.04955;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Areia
302;IBUFRJ 0303;2000-02-26;2001-00-00;2000-02-26;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Aglaophamus;juvenalis;Nephtyidae;Annelida;Phyllodocida;;(Kinberg; 1866);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;16.0;16.0;-17.4783;-39.0275167;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
303;IBUFRJ 0304;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Pectinaria;gouldii;Pectinariidae;Annelida;Terebellida;;(Verrill; 1873);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;4.0;4.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Viçosa
304;IBUFRJ 0305;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Pectinaria;gouldii;Pectinariidae;Annelida;Terebellida;;(Verrill; 1873);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;5.0;10.0;-16.8864333;-39.0850667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife de Itacolomis
305;IBUFRJ 0306;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Pectinaria;gouldii;Pectinariidae;Annelida;Terebellida;;(Verrill; 1873);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
306;IBUFRJ 0307;2000-02-17;2001-00-00;2000-02-17;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Pectinaria;gouldii;Pectinariidae;Annelida;Terebellida;;(Verrill; 1873);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;4.0;6.0;-16.8981833;-39.0785833;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Itacolomis
307;IBUFRJ 0308;2000-02-17;2001-00-00;2000-02-17;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Sigambra;grubii;Pilargidae;Annelida;Phyllodocida;;Müller in Grube;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;6.0;-16.8981833;-39.0785833;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Itacolomis
308;IBUFRJ 0309;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Sigambra;grubii;Pilargidae;Annelida;Phyllodocida;;Müller in Grube;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;5.0;-17.6057667;-39.04955;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Areia
309;IBUFRJ 0310;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Sigambra;grubii;Pilargidae;Annelida;Phyllodocida;;Müller in Grube;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
310;IBUFRJ 0311;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Armandia;maculata;Opheliidae;Annelida;Scolecida;;(Webster; 1884);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;10.0;-16.8864333;-39.0850667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife de Itacolomis
311;IBUFRJ 0312;2000-02-15;2001-00-00;2000-02-15;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Armandia;maculata;Opheliidae;Annelida;Scolecida;;(Webster; 1884);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.00535;-39.1274667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Pataxos
312;IBUFRJ 0313;2000-02-12;2001-00-00;2000-02-12;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Armandia;maculata;Opheliidae;Annelida;Scolecida;;(Webster; 1884);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;16.0;16.0;-18.0200333;-38.9873667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Popa Verde
313;IBUFRJ 0314;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Grubeulepis;fimbriata;Eulepethidae;Annelida;Phyllodocida;;(Treadwell; 1901);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
314;IBUFRJ 0315;2000-02-26;2001-00-00;2000-02-26;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Grubeulepis;fimbriata;Eulepethidae;Annelida;Phyllodocida;;(Treadwell; 1901);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;16.0;16.0;-17.4783;-39.0275167;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
315;IBUFRJ 0316;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;10.0;-17.8864333;-39.0850667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife de Itacolomis
316;IBUFRJ 0317;2000-02-21;2001-00-00;2000-02-21;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Nan;nan;Hesionidae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;12.0;12.0;-17.7149667;-38.6001389;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Caladas
317;IBUFRJ 0318;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Glycera;americana;Glyceridae;Annelida;Phyllodocida;;Leidy;1855;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Viçosa
318;IBUFRJ 0319;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Magelona;variolamellata;Magelonidae;Annelida;Spionida;;Bolivar & Lana;1986;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.9612;-39.2140167;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife da Coroa Vermelha
319;IBUFRJ 0320;2000-02-24;2001-00-00;2000-02-24;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Heterospio;longissima;Longosomatidae;Annelida;Spionida;;Ehlers;1875;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;27.0;27.0;-18.0480333;-38.6794833;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Parcel dos Abrolhos
320;IBUFRJ 0321;2000-02-24;2001-00-00;2000-02-24;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Sternaspis;capillata;Sternaspidae;Annelida;Terebellida;;Nonato;1966;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;27.0;27.0;-18.0480333;-38.6794833;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Parcel dos Abrolhos
321;IBUFRJ 0322;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Pista;sp.;Terebellidae;Annelida;Terebellida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
322;IBUFRJ 0323;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Megalomma;bioculatum;Sabellidae;Annelida;Sabellida;;(Ehlers; 1887);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;14.0;14.0;-17.6824167;-38.9664;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife do Leste da Lixa
323;IBUFRJ 0324;2000-02-12;2001-00-00;2000-02-12;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Spirobranchus;giganteus;Serpulidae;Annelida;Sabellida;;(Pallas; 1766);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;16.0;16.0;-18.0200333;-38.9873667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Popa Verde
324;IBUFRJ 0325;2001-11-11;2001-00-00;2001-11-11;2001.0;11.0;2001.0;0.0;11.0;2001.0;Polychaeta;Animalia;Nan;nan;Polynoidae;Annelida;Phyllodocida;;;;Joana Zanol;;;Claudia Russo;;;;Claudia;Russo;;;;34.1316667;139.0881667;Asia;Pacific Ocean;Japan;Peninsula Miura;Moroiso;100 km ao Sul de Tókio
325;IBUFRJ 0326;2001-11-11;2001-00-00;2001-11-11;2001.0;11.0;2001.0;0.0;11.0;2001.0;Polychaeta;Animalia;Nan;nan;Phyllodocidae;Annelida;Phyllodocida;;;;Joana Zanol;;;Claudia Russo;;;;Claudia;Russo;;;;34.1316667;139.0881667;Asia;Pacific Ocean;Japan;Peninsula Miura;Moroiso;100 km ao Sul de Tókio
326;IBUFRJ 0327;2001-06-16;2001-00-00;2001-06-16;2001.0;6.0;2001.0;0.0;6.0;2001.0;Polychaeta;Animalia;Hemipodus;olivieri;Glyceridae;Annelida;Phyllodocida;;Orensanz & Gianuca;1974;Paulo C. Paiva;;;Flora Marone;;;;Flora;Marone;;0.0;0.0;-23.0158333;-43.3358333;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Rio de Janeiro;Praia da Barra da Tijuca
327;IBUFRJ 0328;2001-08-04;2001-00-00;2001-08-04;2001.0;8.0;2001.0;0.0;8.0;2001.0;Polychaeta;Animalia;Neanthes;unifasciata;Nereididae;Annelida;Phyllodocida;;(Willey; 1905);Beatriz Bomfim;;;Paulo Paiva;Priscilla March;;;Paulo;Paiva;;0.0;0.0;-20.0;-40.0833333;South America;Atlantic Ocean;Brazil;Espírito Santo;Aracruz;Praia do Coqueiral
328;IBUFRJ 0329;2001-08-06;2002-00-00;2001-08-06;2001.0;8.0;2002.0;0.0;8.0;2001.0;Polychaeta;Animalia;Neanthes;unifasciata;Nereididae;Annelida;Phyllodocida;;(Willey; 1905);Beatriz Bomfim;;;Paulo Paiva;;;;Paulo;Paiva;;0.0;0.0;-20.0;-40.0833333;South America;Atlantic Ocean;Brazil;Espírito Santo;Aracruz;Praia do Frade-Coqueiral
329;IBUFRJ 0330;2002-02-12;2002-00-00;2002-02-12;2002.0;2.0;2002.0;0.0;2.0;2002.0;Polychaeta;Animalia;Neanthes;unifasciata;Nereididae;Annelida;Phyllodocida;;(Willey; 1905);Beatriz Bomfim;;;Elisa Paiva;R Amorim;;;Elisa;Paiva;;0.0;0.0;-20.8333333;-40.3333333;South America;Atlantic Ocean;Brazil;Espírito Santo;Anchieta;Iriri
330;IBUFRJ 0331;2000-02-19;2001-00-00;2000-02-19;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;carmenensis;Trichobranchidae;Annelida;Terebellida;;Solis-Weiss, Fauchald & Blankensteyn;1991;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;9.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Parcel das Paredes
331;IBUFRJ 0332;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;carmenensis;Trichobranchidae;Annelida;Terebellida;;Solis-Weiss, Fauchald & Blankensteyn;1991;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
332;IBUFRJ 0333;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;klemani;Trichobranchidae;Annelida;Terebellida;;Kinberg;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
333;IBUFRJ 0334;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
334;IBUFRJ 0335;2000-02-19;2001-00-00;2000-02-19;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;cf.;5.0;9.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Parcel das Paredes
335;IBUFRJ 0336;1997-02-22;;1997-02-22;1997.0;2.0;;;2.0;1997.0;Polychaeta;Animalia;Terebellides;carmenensis;Trichobranchidae;Annelida;Terebellida;;Solis-Weiss, Fauchald & Blankensteyn;1991;Paulo C. Paiva;;;Paulo Paiva;;;;Paulo;Paiva;;;;;;South America;Atlantic Ocean;Brazil;;;Brazil
336;IBUFRJ 0337;1997-02-22;;;;;;;2.0;1997.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;;Paulo C. Paiva;;;Paulo Paiva;;;;Paulo;Paiva;;;;;;;;;;;Unknown
337;IBUFRJ 0338;1997-02-22;;;;;;;2.0;1997.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;;Paulo C. Paiva;;;Paulo Paiva;;;;Paulo;Paiva;;;;;;;;;;;Unknown
338;IBUFRJ 0339;1997-04-15;;1997-04-15;1997.0;4.0;;;4.0;1997.0;Polychaeta;Animalia;Terebellides;lanai;Trichobranchidae;Annelida;Terebellida;;Solis-Weiss, Fauchald & Blankensteyn;1991;Paulo C. Paiva;;;Paulo Paiva;;;;Paulo;Paiva;cf.;;;;;South America;Atlantic Ocean;Brazil;;;Brazil
339;IBUFRJ 0340;2001-07-10;2001-00-00;2001-07-10;2001.0;7.0;2001.0;0.0;7.0;2001.0;Polychaeta;Animalia;Nan;nan;Terebellidae;Annelida;Terebellida;;;;;;;Navio Astro Garoupa;;;;Navio;Astro Garoupa;;360.0;360.0;-20.5000361;-29.2700833;;;;;;Unknown
340;IBUFRJ 0341;2001-07-10;;;;;;;7.0;2001.0;Polychaeta;Animalia;Leodice;harassii;Eunicidae;Annelida;Eunicida;;(Audouin & Milne Edwards; 1833);Fredrik J. Pleijel;;;Fredrik Pleijel;;;;Fredrik;Pleijel;;;;50.3611111;-4.1452778;Europe;Atlantic Ocean;England;Devon;Plymounth;In front of Plymounth
341;IBUFRJ 0342;2001-07-10;;;;;;;7.0;2001.0;Polychaeta;Animalia;Eunice;dubitata;Eunicidae;Annelida;Eunicida;;Fauchald;1970;Fredrik J. Pleijel;;;Fredrik Pleijel;;;;Fredrik;Pleijel;;81.0;81.0;63.4738889;10.0001111;Europe;Atlantic Ocean;Norway;Sør-Trøndelag;Rödberg;In a fjord in western Norway
342;IBUFRJ 0343;1993-04-07;2001-00-00;1993-04-07;1993.0;4.0;2001.0;0.0;4.0;1993.0;Polychaeta;Animalia;Eunice;conglomerans;Eunicidae;Annelida;Eunicida;;Ehlers;1887;Joana Zanol;;;;;;;;;;;;-20.0;-40.15;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
343;IBUFRJ 0344;1996-02-24;2001-00-00;1996-02-24;1996.0;2.0;2001.0;0.0;2.0;1996.0;Polychaeta;Animalia;Eunice;conglomerans;Eunicidae;Annelida;Eunicida;;Ehlers;1887;Joana Zanol;;;;;;;;;;60.0;60.0;-22.3;-40.8;South America;Atlantic Ocean;Brazil;;;Brazil
344;IBUFRJ 0345;1996-02-24;2001-00-00;;;;2001.0;0.0;2.0;1996.0;Polychaeta;Animalia;Eunice;conglomerans;Eunicidae;Annelida;Eunicida;;Ehlers;1887;Joana Zanol;;;Daniela Cardoso;;;;Daniela;Cardoso;;92.8;95.0;4.5333333;-50.3;South America;Atlantic Ocean;Brazil;;;Brazil
345;IBUFRJ 0346;2000-11-27;2001-00-00;2000-11-27;2000.0;11.0;2001.0;0.0;11.0;2000.0;Polychaeta;Animalia;Eunice;conglomerans;Eunicidae;Annelida;Eunicida;;Ehlers;1887;Joana Zanol;;;Paulo Paiva;Elisa Paiva;;;Paulo;Paiva;;0.0;1.0;-17.9666667;-38.7077778;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Ilha Redonda
