;Catalog Number;Cataloged Date;Cataloger First Name;Cataloger Last Name;Online;Object Condition;Return Date;Count;Remarks;Specimen condition;Kingdom;Phylum 1;Class 1;Order 1;Family 1;Genus 1;Species 1;Species Author 1;Species Author Year 1;Qualifier 1;Type Status 1;Current 1;Determiner Last Name 1;Determined date 1;Remarks 1;Phylum 2;Class 2;Order 2;Family 2;Genus 2;Species 2;Species Author 2;Qualifier 2;Type Status 2;Current 2;Determiner Last Name 2;Determined date 2;Remarks 2;Start Date;End Date;Verbatim Date;Collector First Name 1;Collector Middle 1;Collector Last Name 1;Collector First Name 2;Collector Middle 2;Collector Last Name 2;Collector First Name 3;Collector Middle 3;Collector Last Name 3;Collector First Name 4;Collector Middle 4;Collector Last Name 4;Min Depth;Max Depth;Substratum;Habitat;Associated Taxa;Researcher Code;Trip Name;Remarks (CT);Method;Prep Type 1;Count 1;Description 1;Fluid Preservation 1;Storage Location 1;Prep Type 2;Count 2;Description 2;Fluid Preservation 2;Storage Location 2;Prep Type 3;Count 3;Description 3;Fluid Preservation 3;Storage Location 3;Continent;WaterBody;Country;State;County;Locality Name;Verbatim locality;Locality and habitat notes;LocationRemarks;Latitude/Longitude Type;Latitude;Longitude;Object Condition Citation;Journal
27;IBUFRJ 0028;1997-11-07;Unknown;Unknown;Yes;Available;;3.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;websteri;Fauchald;1969;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;28.0;28.0;;Marine;;;Projeto Revizee;St. 33 VV;;Formaldehyde 4%;3.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-18.8877778;-39.2311111;;
28;IBUFRJ 0029;1997-11-07;Unknown;Unknown;Yes;Available;;2.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;websteri;Fauchald;1969;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;50.0;50.0;;Marine;;;Projeto Revizee;St. 2C;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;;Bahia;;;;Point;-13.6405556;-38.7611111;;
29;IBUFRJ 0030;1987-04-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Eunicida;Dorvilleidae;Iphitime;sartorae;Paiva & Nonato;1991;;Paratype;True;"Paulo C. Paiva; Edmundo F. Nonato";1991-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;15.0;15.0;;Marine;Libinia spinosa;;Projeto Integrado - IOUSP;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;Ubatuba;Ubatuba;;;;Point;-23.6666667;-45.2333333;;
30;IBUFRJ 0031;1986-01-20;Unknown;Unknown;Yes;Available;;2.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Dorvilleidae;Iphitime;sartorae;Paiva & Nonato;1991;;;True;"Paulo C. Paiva; Edmundo F. Nonato";1991-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;47.0;47.0;;Marine;Libinia spinosa;;Projeto Integrado - IOUSP;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;Ubatuba;Ubatuba;;;;Point;-23.5666667;-44.75;;
31;IBUFRJ 0032;1987-04-01;Unknown;Unknown;Yes;Available;;2.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Dorvilleidae;Iphitime;sartorae;Paiva & Nonato;1991;;Paratype;True;"Paulo C. Paiva; Edmundo F. Nonato";1991-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;46.0;46.0;;Marine;Portunus spinicarpus;;Projeto Integrado - IOUSP;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;Ubatuba;Ubatuba;;;;Point;-23.5666667;-44.75;;
32;IBUFRJ 0033;1986-01-20;Unknown;Unknown;Yes;Available;;12.0;;"Complete specimens (10); Incomplete specimens (3)";Animalia;Annelida ;Polychaeta;Eunicida;Dorvilleidae;Iphitime;sartorae;Paiva & Nonato;1991;;Paratype;True;"Paulo C. Paiva; Edmundo F. Nonato";1991-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;35.0;35.0;;Marine;Libinia spinosa;;Projeto Integrado - IOUSP;;;Formaldehyde 4%;12.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;Ubatuba;Ubatuba;;;;Point;-23.7666667;-45.1666667;;
33;IBUFRJ 0034;1977-12-15;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Lumbrineridae;Lysarete;brasiliensis;Kinberg;1865;;;True;Paulo C. Paiva;1999-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Rio de Janeiro;Ilha de Santana;;;;Point;-22.4666667;-40.5;;
34;IBUFRJ 0035;1997-11-07;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Leodice;thomasiana;(Augener; 1922);;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;55.0;55.0;Biodetritic calcareous;Marine;;;Projeto Revizee;St. 17C;Dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-18.5666667;-38.0666667;;
35;IBUFRJ 0036;1997-11-07;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Leodice;thomasiana;(Augener; 1922);;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;62.0;62.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 24C;Dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-20.3500833;-36.6372222;;
36;IBUFRJ 0037;1997-11-07;Unknown;Unknown;Yes;Available;;2.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Leodice;thomasiana;(Augener; 1922);;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;66.0;66.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 14C;Dredge;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;;Bahia;;;;Point;-17.7969444;-35.8805556;;
37;IBUFRJ 0038;1997-11-07;Unknown;Unknown;Yes;Available;;3.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Leodice;thomasiana;(Augener; 1922);;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;55.0;55.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 33C;Dredge;Formaldehyde 4%;3.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-20.5841667;-38.0819444;;
38;IBUFRJ 0039;1997-11-07;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Leodice;thomasiana;(Augener; 1922);;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;50.0;50.0;Biodetritic calcareous;Marine;;;Projeto Revizee;St. 30C;Dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-20.1461111;-37.485;;
39;IBUFRJ 0040;1991-06-06;Unknown;Unknown;Yes;Available;;2.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;20.0;20.0;Biodetritic calcareous;Marine;;;Monitoramento da Bacia de Campos;St. 3W;Dragging net;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-21.345;-40.595;;
40;IBUFRJ 0041;1991-06-06;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;20.0;20.0;Biodetritic calcareous;Marine;;;Monitoramento da Bacia de Campos;St. 3W;Chain bag dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-21.345;-40.595;;
41;IBUFRJ 0042;1997-10-17;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;3.0;3.0;Coral fragments;Marine;Coral;;SCUBA;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Ilha Siriba;;;;Point;-17.9668611;-38.7127778;;
42;IBUFRJ 0043;1997-11-07;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;50.0;50.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 11C;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;;Bahia;;;;Point;-17.0663889;-36.8077778;;
43;IBUFRJ 0044;1997-11-07;Unknown;Unknown;Yes;Available;;3.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;66.0;66.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 14C;Dredge;Formaldehyde 4%;3.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;;Bahia;;;;Point;-17.7969444;-35.8805556;;
44;IBUFRJ 0045;1997-11-07;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Eunice;fucata;Ehlers;1887;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;50.0;50.0;Biodetritic calcareous;Marine;;;Projeto Revizee;St. 10C;Dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;;Bahia;;;;Point;-17.0983333;-36.7502222;;
45;IBUFRJ 0046;1996-02-12;Unknown;Unknown;Yes;Available;;1.0;;Complete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Palola;sp.;;;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;23.0;23.0;Biodetritic calcareous;Marine;;;Projeto Revizee;St. 32D;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo;;;;Point;-18.8666667;-39.5833333;;
46;IBUFRJ 0047;1997-11-07;Unknown;Unknown;Yes;Available;;3.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Palola;sp.;;;;;True;"Paulo C. Paiva; Joana Zanol";1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;60.0;60.0;Calcareous algae;Marine;Calcareous algae;;Projeto Revizee;St. 37C;;Formaldehyde 4%;3.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-22.3694444;-37.5919444;;
47;IBUFRJ 0048;1992-03-15;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Palola;sp.;;;;;True;Fabiano d. Attolini;1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;30.0;30.0;Coarse sand;Marine;;;Monitoramento da Bacia de Campos;St. 15S;Circular dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-22.1761111;-40.9819444;;
48;IBUFRJ 0049;1992-03-15;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Palola;sp.;;;;;True;Fabiano d. Attolini;1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;23.0;23.0;Coarse sand;Marine;;;Monitoramento da Bacia de Campos;St. 9S;Circular dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-21.6667222;-40.5461111;;
49;IBUFRJ 0050;1991-07-15;Unknown;Unknown;Yes;Available;;1.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Eunicidae;Palola;sp.;;;;;True;Fabiano d. Attolini;1998-00-00;;;;;;;;;;;False;;;;;;;Navio;;Astro Garoupa;;;;;;;;;;20.0;20.0;Biodetritic calcareous;Marine;;;Monitoramento da Bacia de Campos;St. 3W;Chain bag dredge;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos;Bacia de Campos;;;Point;-21.345;-40.595;;
50;IBUFRJ 0051;1999-03-03;Unknown;Unknown;Yes;Available;;9.0;;"Complete specimen (1); Incomplete specimens (8)";Animalia;Annelida ;Polychaeta;Scolecida;Orbiniidae;Scoloplos;rubra;(Webster; 1879);;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-03-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;9.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
51;IBUFRJ 0052;1998-10-18;Unknown;Unknown;Yes;Available;;5.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Phyllodocida;Phyllodocidae;Phyllodoce;sp.;;;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-03-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;5.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
52;IBUFRJ 0053;1998-06-08;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Spionida;Spionidae;Polydora;nuchalis;Woodwick; 1953 ;;;True;Vasily I. Radashevsky;2003-00-00;;;;;;;;;;;False;;;similar to P. glycimerica Radashevsky, 1993;1998-06-01;;1998-06-01;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
53;IBUFRJ 0054;1998-11-05;Unknown;Unknown;Yes;Available;;7.0;;Complete specimens (3);Animalia;Annelida ;Polychaeta;Scolecida;Opheliidae;Armandia;agilis;(Andrews; 1891);;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1998-11-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;7.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
54;IBUFRJ 0055;1999-03-07;Unknown;Unknown;No;Lost;;8.0;;Complete specimen;Animalia;Annelida ;Polychaeta;Spionida;Magelonidae;Magelona;papillicornis;F.Müller;1858;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-03-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
55;IBUFRJ 0056;1999-03-07;Unknown;Unknown;Yes;Available;;59.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Goniadidae;Glycinde;multidens;F.Müller;1858;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-03-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;59.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
56;IBUFRJ 0057;1999-04-05;Unknown;Unknown;Yes;Available;;150.0;;"Complete specimens (50);Incomplete specimens (50) ";Animalia;Annelida ;Polychaeta;Eunicida;Lumbrineridae;Lumbrineris;tetraura;(Schmarda; 1861);;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-04-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;150.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
57;IBUFRJ 0058;1998-11-07;Unknown;Unknown;Yes;Available;;9.0;;Incomplete specimen;Animalia;Annelida ;Polychaeta;Eunicida;Dorvilleidae;Schistomeringos;rudolphi;(Delle Chiaje; 1828);;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-06-01;1998-11-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;9.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
58;IBUFRJ 0059;1999-01-12;Unknown;Unknown;Yes;Available;;3.0;;"Complete specimen (1); Incomplete specimens (2) ";Animalia;Annelida ;Polychaeta;Terebellida;Ampharetidae;Isolda;pulchella;Müller;1858;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-12-01;1999-01-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;3.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
59;IBUFRJ 0060;1999-02-05;Unknown;Unknown;Yes;On loan;;244.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Syllidae;Syllis;hyalina;Grube;1863;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-02-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;244.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
60;IBUFRJ 0061;1999-03-03;Unknown;Unknown;Yes;Available;;2.0;;Anterior fragment;Animalia;Annelida ;Polychaeta;Spionida;Spionidae;Prionospio;heterobranchia;Moore; 1907 ;;;True;Vasily I. Radashevsky;2003-00-00;;;;;;;;;;;False;;;;1998-05-01;1999-03-01;;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;2.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
61;IBUFRJ 0062;1999-02-05;Unknown;Unknown;Yes;Available;;1.0;;Anterior fragment;Animalia;Annelida ;Polychaeta;Phyllodocida;Pilargidae;Hermundura;tricuspis;Müller;1858;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1999-02-01;;1999-02-01;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
62;IBUFRJ 0063;1998-09-02;Unknown;Unknown;Yes;Available;;1.0;;Anterior fragment;Animalia;Annelida ;Polychaeta;Phyllodocida;Phyllodocidae;Eteone;sp.;;;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-09-01;;1998-09-01;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
63;IBUFRJ 0064;1998-06-09;Unknown;Unknown;Yes;Available;;1.0;;Complete specimen;Animalia;Annelida ;Polychaeta;Terebellida;Pectinariidae;Pectinaria;sp.;;;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-06-01;;1998-06-01;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;1.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
64;IBUFRJ 0065;1998-12-06;Unknown;Unknown;No;Lost;;1.0;;Anterior fragment;Animalia;Annelida ;Polychaeta;Sabellida;Oweniidae;Owenia;fusiformis;Delle Chiaje;1844;;;True;Paulo C. Paiva;2000-00-00;;;;;;;;;;;False;;;;1998-12-01;;1998-12-01;Andre;Morgado;Esteves;;;;;;;;;;0.0;0.0;;Marine;;;;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande;Coroa Grande;;;Point;-22.9041667;-43.8719444;Nematofauna da planície de maré de Coroa Grande, Baía de Sepetiba;
65;IBUFRJ 0066;1998-12-03;Unknown;Unknown;No;Lost;;38.0;;Complete specimens (16);Animalia;Annelida ;Polychaeta;Phyllodocida;Nereididae;Laeonereis;culveri;(Webster; 1974);;;True;Paulo C. Paiva;1997-00-00;;;;;;;;;;;False;;;;1998-12-01;;1998-12-01;J;RM;Silva;;;;;;;;;;0.0;0.0;;Marine;;;Projeto de cultivo de Penaeus spp;;;Formaldehyde 4%;;;Ethanol 70%;;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Ceará;;Costa Norte do Ceará;;;Inaccurate locality. Coordinates roughly approximated by the State;Point;-2.8444444;-40.6777778;;
66;IBUFRJ 0067;1998-12-03;Unknown;Unknown;Yes;Available;;8.0;;;Animalia;Annelida ;Polychaeta;Scolecida;Capitellidae;Capitella;capitata;(Fabricius; 1780);;;True;Paulo C. Paiva;1997-00-00;;;;;;;;;;;False;;;;1998-12-01;;1998-12-01;J;RM;Silva;;;;;;;;;;0.0;0.0;;Marine;;;Projeto de cultivo de Penaeus spp;;;Formaldehyde 4%;8.0;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Ceará;;Costa Norte do Ceará;;;Inaccurate locality. Coordinates roughly approximated by the State;Point;-2.8444444;-40.6777778;;
